CNAE2009,TÍTULO_CNAE2009,CNAE2025,TÍTULO_CNAE2025,NIVEL
93.19,Otras actividades deportivas,93.29,Actividades recreativas y de entretenimiento n.c.o.p.,4
93.21,Actividades de los parques de atracciones y los parques temáticos,93.29,Actividades recreativas y de entretenimiento n.c.o.p.,4
93.29,Otras actividades recreativas y de entretenimiento,93.29,Actividades recreativas y de entretenimiento n.c.o.p.,4
94,Actividades asociativas,94,Actividades asociativas,2
94.1,"Actividades de organizaciones empresariales, profesionales y patronales",94.1,"Actividades de organizaciones empresariales, profesionales y patronales",3
94.11,Actividades de organizaciones empresariales y patronales,94.11,Actividades de organizaciones empresariales y patronales,4
94.12,Actividades de organizaciones profesionales,94.12,Actividades de organizaciones profesionales,4
94.2,Actividades sindicales,94.2,Actividades sindicales,3
94.20,Actividades sindicales,94.20,Actividades sindicales,4
94.9,Otras actividades asociativas,94.9,Otras actividades asociativas,3
94.91,Actividades de organizaciones religiosas,94.91,Actividades de organizaciones religiosas,4
94.92,Actividades de organizaciones políticas,94.92,Actividades de organizaciones políticas,4
94.99,Otras actividades asociativas n.c.o.p.,94.99,Otras actividades asociativas n.c.o.p.,4
45,Venta y reparación de vehículos de motor y motocicletas,95,"Reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,95,"Reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",2
95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",95,"Reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",2
95.1,Reparación de ordenadores y equipos de comunicación,95.1,Reparación y mantenimiento de ordenadores y equipos de comunicación,3
95.11,Reparación de ordenadores y equipos periféricos,95.10,Reparación y mantenimiento de ordenadores y equipos de comunicación,4
95.12,Reparación de equipos de comunicación,95.10,Reparación y mantenimiento de ordenadores y equipos de comunicación,4
95.2,Reparación de efectos personales y artículos de uso doméstico,95.2,Reparación y mantenimiento de efectos personales y artículos de uso doméstico,3
95.21,Reparación de aparatos electrónicos de audio y vídeo de uso doméstico,95.21,Reparación y mantenimiento de aparatos electrónicos de uso doméstico,4
95.22,Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,95.22,Reparación y mantenimiento de electrodomésticos y de equipos para el hogar y el jardín,4
95.23,Reparación de calzado y artículos de cuero,95.23,Reparación y mantenimiento de calzado y artículos de cuero,4
95.24,Reparación de muebles y artículos de menaje,95.24,Reparación y mantenimiento de muebles y artículos de menaje,4
95.25,Reparación de relojes y joyería,95.25,Reparación y mantenimiento de relojes y joyería,4
95.29,Reparación de otros efectos personales y artículos de uso doméstico,95.29,Reparación y mantenimiento de efectos personales y artículos de uso doméstico n.c.o.p.,4
45.2,Mantenimiento y reparación de vehículos de motor,95.3,Reparación y mantenimiento de vehículos de motor y motocicletas,3
45.4,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",95.3,Reparación y mantenimiento de vehículos de motor y motocicletas,3
45.20,Mantenimiento y reparación de vehículos de motor,95.31,Reparación y mantenimiento de vehículos de motor,4
45.40,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",95.32,Reparación y mantenimiento de motocicletas,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,95.4,"Actividades de intermediación para reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",3
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,95.40,"Actividades de intermediación para reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",4
81,Servicios a edificios y actividades de jardinería,96,Servicios personales,2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,96,Servicios personales,2
96,Otros servicios personales,96,Servicios personales,2
96.0,Otros servicios personales,96.1,Lavado y limpieza de prendas de tela y de piel,3
96.01,Lavado y limpieza de prendas textiles y de piel,96.10,Lavado y limpieza de prendas de tela y de piel,4
96.0,Otros servicios personales,96.2,"Peluquería, tratamientos de belleza, spas y actividades similares",3
96.02,Peluquería y otros tratamientos de belleza,96.21,Peluquerías y barberías,4
96.02,Peluquería y otros tratamientos de belleza,96.22,Actividades de cuidados de belleza y otras actividades de tratamiento de belleza,4
96.04,Actividades de mantenimiento físico,96.23,"Actividades de spas, saunas y baños turcos",4
96.0,Otros servicios personales,96.3,Pompas fúnebres y actividades relacionadas,3
96.03,Pompas fúnebres y actividades relacionadas,96.30,Pompas fúnebres y actividades relacionadas,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,96.4,Actividades de intermediación para servicios personales,3
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,96.40,Actividades de intermediación para servicios personales,4
81.2,Actividades de limpieza,96.9,Otros servicios personales,3
96.0,Otros servicios personales,96.9,Otros servicios personales,3
81.21,Limpieza general de edificios,96.91,Prestación de servicios personales domésticos,4
96.01,Lavado y limpieza de prendas textiles y de piel,96.91,Prestación de servicios personales domésticos,4
96.09,Otras servicios personales n.c.o.p.,96.99,Otros servicios personales n.c.o.p.,4
97,Actividades de los hogares como empleadores de personal doméstico,97,Actividades de los hogares como empleadores de personal doméstico,2
97.0,Actividades de los hogares como empleadores de personal doméstico,97.0,Actividades de los hogares como empleadores de personal doméstico,3
97.00,Actividades de los hogares como empleadores de personal doméstico,97.00,Actividades de los hogares como empleadores de personal doméstico,4
98,Actividades de los hogares como productores de bienes y servicios para uso propio,98,Actividades de los hogares como productores de bienes y servicios para uso propio,2
98.1,Actividades de los hogares como productores de bienes para uso propio,98.1,Actividades de los hogares como productores de bienes para uso propio,3
98.10,Actividades de los hogares como productores de bienes para uso propio,98.10,Actividades de los hogares como productores de bienes para uso propio,4
98.2,Actividades de los hogares como productores de servicios para uso propio,98.2,Actividades de los hogares como productores de servicios para uso propio,3
98.20,Actividades de los hogares como productores de servicios para uso propio,98.20,Actividades de los hogares como productores de servicios para uso propio,4
99,Actividades de organizaciones y organismos extraterritoriales,99,Actividades de organizaciones y organismos extraterritoriales,2
99.0,Actividades de organizaciones y organismos extraterritoriales,99.0,Actividades de organizaciones y organismos extraterritoriales,3
99.00,Actividades de organizaciones y organismos extraterritoriales,99.00,Actividades de organizaciones y organismos extraterritoriales,4
A,"Agricultura, ganadería, silvicultura y pesca ",A,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",1
C,Industria manufacturera,A,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",1
B,Industrias extractivas,B,INDUSTRIAS EXTRACTIVAS,1
C,Industria manufacturera,C,INDUSTRIA MANUFACTURERA,1
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",C,INDUSTRIA MANUFACTURERA,1
M,"Actividades profesionales, científicas y técnicas",C,INDUSTRIA MANUFACTURERA,1
N,Actividades administrativas y servicios auxliares,C,INDUSTRIA MANUFACTURERA,1
D,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",D,"SUMINISTRO DE ENERGIA ELECTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",1
H,Transporte y almacenamiento,D,"SUMINISTRO DE ENERGIA ELECTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",1
E,"Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",E,"SUMINISTRO DE AGUA, ACTIVIDADES DE SANEAMIENTO, GESTIÓN DE RESIDUOS Y DESCONTAMINACIÓN",1
F,Construcción,F,CONSTRUCCIÓN,1
N,Actividades administrativas y servicios auxliares,F,CONSTRUCCIÓN,1
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,G,COMERCIO AL POR MAYOR Y AL POR MENOR,1
N,Actividades administrativas y servicios auxliares,G,COMERCIO AL POR MAYOR Y AL POR MENOR,1
H,Transporte y almacenamiento,H,TRANSPORTE Y ALMACENAMIENTO,1
N,Actividades administrativas y servicios auxliares,H,TRANSPORTE Y ALMACENAMIENTO,1
S,Otros servicios,H,TRANSPORTE Y ALMACENAMIENTO,1
I,Hostelería,I,HOSTELERÍA,1
L,Actividades inmobiliarias,I,HOSTELERÍA,1
N,Actividades administrativas y servicios auxliares,I,HOSTELERÍA,1
G,Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,J,"ACTIVIDADES DE EDICIÓN, RADIODIFUSIÓN Y PRODUCCIÓN Y DISTRIBUCIÓN DE CONTENIDOS",1
J,Información y comunicaciones,J,"ACTIVIDADES DE EDICIÓN, RADIODIFUSIÓN Y PRODUCCIÓN Y DISTRIBUCIÓN DE CONTENIDOS",1
H,Transporte y almacenamiento,K,"TELECOMUNICACIONES, PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA, INFRAESTRUCTURA INFORMÁTICA Y OTROS SERVICIOS DE INFORMACIÓN",1
J,Información y comunicaciones,K,"TELECOMUNICACIONES, PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA, INFRAESTRUCTURA INFORMÁTICA Y OTROS SERVICIOS DE INFORMACIÓN",1
N,Actividades administrativas y servicios auxliares,K,"TELECOMUNICACIONES, PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA, INFRAESTRUCTURA INFORMÁTICA Y OTROS SERVICIOS DE INFORMACIÓN",1
K,Actividades financieras y de seguros,L,ACTIVIDADES FINANCIERAS Y DE SEGUROS,1
F,Construcción,M,ACTIVIDADES INMOBILIARIAS,1
L,Actividades inmobiliarias,M,ACTIVIDADES INMOBILIARIAS,1
N,Actividades administrativas y servicios auxliares,M,ACTIVIDADES INMOBILIARIAS,1
M,"Actividades profesionales, científicas y técnicas",N,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",1
F,Construcción,O,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXILIARES,1
M,"Actividades profesionales, científicas y técnicas",O,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXILIARES,1
N,Actividades administrativas y servicios auxliares,O,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXILIARES,1
O,Administración Pública y defensa; Seguridad Social obligatoria,P,ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,1
R,"Actividades artísticas, recreativas y de entrenimiento",P,ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,1
N,Actividades administrativas y servicios auxliares,Q,EDUCACIÓN,1
P,Educación,Q,EDUCACIÓN,1
Q,Actividades sanitarias y de servicios sociales,Q,EDUCACIÓN,1
N,Actividades administrativas y servicios auxliares,R,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,1
Q,Actividades sanitarias y de servicios sociales,R,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,1
C,Industria manufacturera,S,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO",1
F,Construcción,S,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO",1
N,Actividades administrativas y servicios auxliares,S,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO",1
P,Educación,S,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO",1
