CNAE2009,TÍTULO_CNAE2009,CNAE2025,TÍTULO_CNAE2025,NIVEL
45,Venta y reparación de vehículos de motor y motocicletas,47,Comercio al por menor,2
47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",47,Comercio al por menor,2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,47,Comercio al por menor,2
47.1,Comercio al por menor en establecimientos no especializados,47.1,Comercio al por menor no especializado,3
47.8,Comercio al por menor en puestos de venta y en mercadillos,47.1,Comercio al por menor no especializado,3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.1,Comercio al por menor no especializado,3
47.11,"Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",47.11,"Comercio al por menor no especializado con predominio de productos alimenticios, bebidas y tabaco",4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.11,"Comercio al por menor no especializado con predominio de productos alimenticios, bebidas y tabaco",4
47.91,Comercio al por menor por correspondencia o Internet,47.11,"Comercio al por menor no especializado con predominio de productos alimenticios, bebidas y tabaco",4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.11,"Comercio al por menor no especializado con predominio de productos alimenticios, bebidas y tabaco",4
47.19,Otro comercio al por menor en establecimientos no especializados,47.12,Otro comercio al por menor no especializado,4
47.82,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos",47.12,Otro comercio al por menor no especializado,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.12,Otro comercio al por menor no especializado,4
47.91,Comercio al por menor por correspondencia o Internet,47.12,Otro comercio al por menor no especializado,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.12,Otro comercio al por menor no especializado,4
47.2,"Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados",47.2,"Comercio al por menor de productos alimenticios, bebidas y tabaco",3
47.8,Comercio al por menor en puestos de venta y en mercadillos,47.2,"Comercio al por menor de productos alimenticios, bebidas y tabaco",3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.2,"Comercio al por menor de productos alimenticios, bebidas y tabaco",3
47.21,Comercio al por menor de frutas y hortalizas en establecimientos especializados,47.21,Comercio al por menor de frutas y verduras,4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.21,Comercio al por menor de frutas y verduras,4
47.91,Comercio al por menor por correspondencia o Internet,47.21,Comercio al por menor de frutas y verduras,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.21,Comercio al por menor de frutas y verduras,4
47.22,Comercio al por menor de carne y productos cárnicos en establecimientos especializados,47.22,Comercio al por menor de carne y productos cárnicos,4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.22,Comercio al por menor de carne y productos cárnicos,4
47.91,Comercio al por menor por correspondencia o Internet,47.22,Comercio al por menor de carne y productos cárnicos,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.22,Comercio al por menor de carne y productos cárnicos,4
47.23,Comercio al por menor de pescados y mariscos en establecimientos especializados,47.23,Comercio al por menor de pescados y mariscos,4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.23,Comercio al por menor de pescados y mariscos,4
47.91,Comercio al por menor por correspondencia o Internet,47.23,Comercio al por menor de pescados y mariscos,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.23,Comercio al por menor de pescados y mariscos,4
47.24,"Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",47.24,"Comercio al por menor de pan, productos de panadería y confitería",4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.24,"Comercio al por menor de pan, productos de panadería y confitería",4
47.91,Comercio al por menor por correspondencia o Internet,47.24,"Comercio al por menor de pan, productos de panadería y confitería",4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.24,"Comercio al por menor de pan, productos de panadería y confitería",4
47.25,Comercio al por menor de bebidas en establecimientos especializados,47.25,Comercio al por menor de bebidas,4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.25,Comercio al por menor de bebidas,4
47.91,Comercio al por menor por correspondencia o Internet,47.25,Comercio al por menor de bebidas,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.25,Comercio al por menor de bebidas,4
47.26,Comercio al por menor de productos de tabaco en establecimientos especializados,47.26,Comercio al por menor de productos de tabaco,4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.26,Comercio al por menor de productos de tabaco,4
47.91,Comercio al por menor por correspondencia o Internet,47.26,Comercio al por menor de productos de tabaco,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.26,Comercio al por menor de productos de tabaco,4
47.29,Otro comercio al por menor de productos alimenticios en establecimientos especializados,47.27,Comercio al por menor de otros productos alimenticios,4
47.81,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",47.27,Comercio al por menor de otros productos alimenticios,4
47.91,Comercio al por menor por correspondencia o Internet,47.27,Comercio al por menor de otros productos alimenticios,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.27,Comercio al por menor de otros productos alimenticios,4
47.3,Comercio al por menor de combustible para la automoción en establecimientos especializados,47.3,Comercio al por menor de combustible para la automoción,3
47.30,Comercio al por menor de combustible para la automoción en establecimientos especializados,47.30,Comercio al por menor de combustible para la automoción,4
47.4,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,47.4,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,3
47.8,Comercio al por menor en puestos de venta y en mercadillos,47.4,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.4,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,3
47.41,"Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados",47.40,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,4
47.42,Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,47.40,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,4
47.43,Comercio al por menor de equipos de audio y vídeo en establecimientos especializados,47.40,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.40,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,4
47.91,Comercio al por menor por correspondencia o Internet,47.40,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.40,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,4
47.5,Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados,47.5,Comercio al por menor de otros artículos de uso doméstico,3
47.7,Comercio al por menor de otros artículos en establecimientos especializados,47.5,Comercio al por menor de otros artículos de uso doméstico,3
47.8,Comercio al por menor en puestos de venta y en mercadillos,47.5,Comercio al por menor de otros artículos de uso doméstico,3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.5,Comercio al por menor de otros artículos de uso doméstico,3
47.51,Comercio al por menor de textiles en establecimientos especializados,47.51,Comercio al por menor de textiles,4
47.82,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos",47.51,Comercio al por menor de textiles,4
47.91,Comercio al por menor por correspondencia o Internet,47.51,Comercio al por menor de textiles,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.51,Comercio al por menor de textiles,4
47.52,"Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados",47.52,"Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio",4
47.59,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",47.52,"Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio",4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.52,"Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio",4
47.91,Comercio al por menor por correspondencia o Internet,47.52,"Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio",4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.52,"Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio",4
47.53,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados",47.53,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos",4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.53,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos",4
47.91,Comercio al por menor por correspondencia o Internet,47.53,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos",4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.53,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos",4
47.54,Comercio al por menor de aparatos electrodomésticos en establecimientos especializados,47.54,Comercio al por menor de aparatos electrodomésticos,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.54,Comercio al por menor de aparatos electrodomésticos,4
47.91,Comercio al por menor por correspondencia o Internet,47.54,Comercio al por menor de aparatos electrodomésticos,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.54,Comercio al por menor de aparatos electrodomésticos,4
47.59,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",47.55,"Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso doméstico",4
47.78,Otro comercio al por menor de artículos nuevos en establecimientos especializados,47.55,"Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso doméstico",4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.55,"Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso doméstico",4
47.91,Comercio al por menor por correspondencia o Internet,47.55,"Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso doméstico",4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.55,"Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso doméstico",4
47.5,Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados,47.6,Comercio al por menor de artículos culturales y recreativos,3
47.6,Comercio al por menor de artículos culturales y recreativos en establecimientos especializados,47.6,Comercio al por menor de artículos culturales y recreativos,3
47.7,Comercio al por menor de otros artículos en establecimientos especializados,47.6,Comercio al por menor de artículos culturales y recreativos,3
47.8,Comercio al por menor en puestos de venta y en mercadillos,47.6,Comercio al por menor de artículos culturales y recreativos,3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.6,Comercio al por menor de artículos culturales y recreativos,3
47.61,Comercio al por menor de libros en establecimientos especializados,47.61,Comercio al por menor de libros,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.61,Comercio al por menor de libros,4
47.91,Comercio al por menor por correspondencia o Internet,47.61,Comercio al por menor de libros,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.61,Comercio al por menor de libros,4
47.62,Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados,47.62,Comercio al por menor de periódicos y otras publicaciones periódicas y artículos de papelería,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.62,Comercio al por menor de periódicos y otras publicaciones periódicas y artículos de papelería,4
47.91,Comercio al por menor por correspondencia o Internet,47.62,Comercio al por menor de periódicos y otras publicaciones periódicas y artículos de papelería,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.62,Comercio al por menor de periódicos y otras publicaciones periódicas y artículos de papelería,4
47.64,Comercio al por menor de artículos deportivos en establecimientos especializados,47.63,Comercio al por menor de artículos deportivos,4
47.78,Otro comercio al por menor de artículos nuevos en establecimientos especializados,47.63,Comercio al por menor de artículos deportivos,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.63,Comercio al por menor de artículos deportivos,4
47.91,Comercio al por menor por correspondencia o Internet,47.63,Comercio al por menor de artículos deportivos,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.63,Comercio al por menor de artículos deportivos,4
47.65,Comercio al por menor de juegos y juguetes en establecimientos especializados,47.64,Comercio al por menor de juegos y juguetes,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.64,Comercio al por menor de juegos y juguetes,4
47.91,Comercio al por menor por correspondencia o Internet,47.64,Comercio al por menor de juegos y juguetes,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.64,Comercio al por menor de juegos y juguetes,4
47.59,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",47.69,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,4
47.63,Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados,47.69,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,4
47.78,Otro comercio al por menor de artículos nuevos en establecimientos especializados,47.69,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.69,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,4
47.91,Comercio al por menor por correspondencia o Internet,47.69,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.69,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,4
47.7,Comercio al por menor de otros artículos en establecimientos especializados,47.7,"Comercio al por menor de otros artículos, excepto vehículos de motor y motocicletas",3
47.8,Comercio al por menor en puestos de venta y en mercadillos,47.7,"Comercio al por menor de otros artículos, excepto vehículos de motor y motocicletas",3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.7,"Comercio al por menor de otros artículos, excepto vehículos de motor y motocicletas",3
47.71,Comercio al por menor de prendas de vestir en establecimientos especializados,47.71,Comercio al por menor de prendas de vestir,4
47.82,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos",47.71,Comercio al por menor de prendas de vestir,4
47.91,Comercio al por menor por correspondencia o Internet,47.71,Comercio al por menor de prendas de vestir,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.71,Comercio al por menor de prendas de vestir,4
47.72,Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,47.72,Comercio al por menor de calzado y artículos de cuero,4
47.82,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos",47.72,Comercio al por menor de calzado y artículos de cuero,4
47.91,Comercio al por menor por correspondencia o Internet,47.72,Comercio al por menor de calzado y artículos de cuero,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.72,Comercio al por menor de calzado y artículos de cuero,4
47.73,Comercio al por menor de productos farmacéuticos en establecimientos especializados,47.73,Comercio al por menor de productos farmacéuticos,4
47.91,Comercio al por menor por correspondencia o Internet,47.73,Comercio al por menor de productos farmacéuticos,4
47.74,Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados,47.74,Comercio al por menor de artículos médicos y ortopédicos,4
47.78,Otro comercio al por menor de artículos nuevos en establecimientos especializados,47.74,Comercio al por menor de artículos médicos y ortopédicos,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.74,Comercio al por menor de artículos médicos y ortopédicos,4
47.91,Comercio al por menor por correspondencia o Internet,47.74,Comercio al por menor de artículos médicos y ortopédicos,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.74,Comercio al por menor de artículos médicos y ortopédicos,4
47.75,Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados,47.75,Comercio al por menor de productos de cosmética e higiene,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.75,Comercio al por menor de productos de cosmética e higiene,4
47.91,Comercio al por menor por correspondencia o Internet,47.75,Comercio al por menor de productos de cosmética e higiene,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.75,Comercio al por menor de productos de cosmética e higiene,4
47.76,"Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",47.76,"Comercio al por menor de flores, plantas, fertilizantes, animales de compañía y alimentos para estos",4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.76,"Comercio al por menor de flores, plantas, fertilizantes, animales de compañía y alimentos para estos",4
47.91,Comercio al por menor por correspondencia o Internet,47.76,"Comercio al por menor de flores, plantas, fertilizantes, animales de compañía y alimentos para estos",4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.76,"Comercio al por menor de flores, plantas, fertilizantes, animales de compañía y alimentos para estos",4
47.77,Comercio al por menor de artículos de relojería y joyería en establecimientos especializados,47.77,Comercio al por menor de artículos de relojería y joyería,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.77,Comercio al por menor de artículos de relojería y joyería,4
47.91,Comercio al por menor por correspondencia o Internet,47.77,Comercio al por menor de artículos de relojería y joyería,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.77,Comercio al por menor de artículos de relojería y joyería,4
47.78,Otro comercio al por menor de artículos nuevos en establecimientos especializados,47.78,Comercio al por menor de otros productos nuevos,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.78,Comercio al por menor de otros productos nuevos,4
47.91,Comercio al por menor por correspondencia o Internet,47.78,Comercio al por menor de otros productos nuevos,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.78,Comercio al por menor de otros productos nuevos,4
47.79,Comercio al por menor de artículos de segunda mano en establecimientos,47.79,Comercio al por menor de artículos de segunda mano,4
47.82,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos",47.79,Comercio al por menor de artículos de segunda mano,4
47.89,Comercio al por menor de otros productos en puestos de venta y en mercadillos,47.79,Comercio al por menor de artículos de segunda mano,4
47.91,Comercio al por menor por correspondencia o Internet,47.79,Comercio al por menor de artículos de segunda mano,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.79,Comercio al por menor de artículos de segunda mano,4
45.1,Venta de vehículos de motor,47.8,"Comercio al por menor de vehículos de motor, motocicletas y sus repuestos y accesorios",3
45.3,Comercio de repuestos y accesorios de vehículos de motor,47.8,"Comercio al por menor de vehículos de motor, motocicletas y sus repuestos y accesorios",3
45.4,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",47.8,"Comercio al por menor de vehículos de motor, motocicletas y sus repuestos y accesorios",3
45.11,Venta de automóviles y vehículos de motor ligeros,47.81,Comercio al por menor de vehículos de motor,4
45.19,Venta de otros vehículos de motor,47.81,Comercio al por menor de vehículos de motor,4
45.32,Comercio al por menor de repuestos y accesorios de vehículos de motor,47.82,Comercio al por menor de repuestos y accesorios de vehículos de motor,4
45.40,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",47.83,"Comercio al por menor de motocicletas, y repuestos y accesorios de motocicletas",4
45.1,Venta de vehículos de motor,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
45.3,Comercio de repuestos y accesorios de vehículos de motor,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
45.4,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.1,Comercio al por menor en establecimientos no especializados,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.2,"Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados",47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.3,Comercio al por menor de combustible para la automoción en establecimientos especializados,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.4,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.5,Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.6,Comercio al por menor de artículos culturales y recreativos en establecimientos especializados,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.7,Comercio al por menor de otros artículos en establecimientos especializados,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.9,"Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.9,Actividades de servicios de intermediación para el comercio al por menor,3
82.9,Actividades de apoyo a las empresas n.c.o.p.,47.9,Actividades de servicios de intermediación para el comercio al por menor,3
47.11,"Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",47.91,Actividades de servicios de intermediación para el comercio al por menor no especializado,4
47.19,Otro comercio al por menor en establecimientos no especializados,47.91,Actividades de servicios de intermediación para el comercio al por menor no especializado,4
47.79,Comercio al por menor de artículos de segunda mano en establecimientos,47.91,Actividades de servicios de intermediación para el comercio al por menor no especializado,4
47.91,Comercio al por menor por correspondencia o Internet,47.91,Actividades de servicios de intermediación para el comercio al por menor no especializado,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.91,Actividades de servicios de intermediación para el comercio al por menor no especializado,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,47.91,Actividades de servicios de intermediación para el comercio al por menor no especializado,4
45.11,Venta de automóviles y vehículos de motor ligeros,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
45.19,Venta de otros vehículos de motor,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
45.32,Comercio al por menor de repuestos y accesorios de vehículos de motor,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
45.40,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.21,Comercio al por menor de frutas y hortalizas en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.22,Comercio al por menor de carne y productos cárnicos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.23,Comercio al por menor de pescados y mariscos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.24,"Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.25,Comercio al por menor de bebidas en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.26,Comercio al por menor de productos de tabaco en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.29,Otro comercio al por menor de productos alimenticios en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.30,Comercio al por menor de combustible para la automoción en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.41,"Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.42,Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.43,Comercio al por menor de equipos de audio y vídeo en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.51,Comercio al por menor de textiles en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.52,"Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.53,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.54,Comercio al por menor de aparatos electrodomésticos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.59,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.61,Comercio al por menor de libros en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.62,Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.63,Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.64,Comercio al por menor de artículos deportivos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.65,Comercio al por menor de juegos y juguetes en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.71,Comercio al por menor de prendas de vestir en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.72,Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.73,Comercio al por menor de productos farmacéuticos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.74,Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.75,Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.76,"Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.77,Comercio al por menor de artículos de relojería y joyería en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.78,Otro comercio al por menor de artículos nuevos en establecimientos especializados,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.79,Comercio al por menor de artículos de segunda mano en establecimientos,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.91,Comercio al por menor por correspondencia o Internet,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
47.99,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,47.92,Actividades de servicios de intermediación para el comercio al por menor especializado,4
49,Transporte terrestre y por tubería,49,Transporte terrestre y por tubería,2
49.1,Transporte interurbano de pasajeros por ferrocarril,49.1,Transporte de pasajeros por ferrocarril,3
49.3,Otro transporte terrestre de pasajeros,49.1,Transporte de pasajeros por ferrocarril,3
49.10,Transporte interurbano de pasajeros por ferrocarril,49.11,Transporte pesado de pasajeros por ferrocarril,4
49.10,Transporte interurbano de pasajeros por ferrocarril,49.12,Otro transporte de pasajeros por ferrocarril,4
49.31,Transporte terrestre urbano y suburbano de pasajeros,49.12,Otro transporte de pasajeros por ferrocarril,4
